time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577836983.89935207,0.01705169,0.00253080,0.00000349,9772.00000000,0.01844339,0.000000,0.000000
1577836983.99960017,0.01709420,0.00289607,0.00000382,9851.00000000,0.01883688,0.000000,0.000000
1577836984.09943295,0.01740282,0.00212927,0.00000360,9828.00000000,0.03036479,0.000000,0.000000
1577836984.19967484,0.01747358,0.00318661,0.00000361,9891.00000000,0.02051630,0.000000,0.000000
1577836984.29951000,0.01754302,0.00277301,0.00000380,9705.00000000,0.02059872,0.000000,0.000000
1577836984.39936686,0.01757681,0.00277217,0.00000401,9806.00000000,0.01909732,0.000000,0.000000
1577836984.49998498,0.01759745,0.00265916,0.00000395,9791.00000000,0.01854662,0.000000,0.000000
1577836984.59981799,0.01767015,0.00235186,0.00000362,9892.00000000,0.02108726,0.000000,0.000000
1577836984.69969106,0.01764681,0.00256935,0.00000349,9897.00000000,0.01652630,0.000000,0.000000
1577836984.79953694,0.01771986,0.00335451,0.00000371,9901.00000000,0.02129923,0.000000,0.000000
1577836984.89937615,0.01768189,0.00222691,0.00000348,9962.00000000,0.01578339,0.000000,0.000000
1577836984.99962711,0.01763576,0.00219493,0.00000319,10020.00000000,0.01528353,0.000000,0.000000
1577836985.09946299,0.01758601,0.00211447,0.00000320,10035.00000000,0.01499878,0.000000,0.000000
1577836985.19928908,0.01760507,0.00275178,0.00000364,10060.00000000,0.01861534,0.000000,0.000000
1577836985.29991817,0.01760122,0.00220086,0.00000345,10043.00000000,0.01739304,0.000000,0.000000
1577836985.39975715,0.01760920,0.00241025,0.00000322,10036.00000000,0.01804809,0.000000,0.000000
1577836985.49959922,0.01758979,0.00204951,0.00000354,10040.00000000,0.01650304,0.000000,0.000000
1577836985.59943819,0.01764296,0.00269946,0.00000367,10127.00000000,0.02067366,0.000000,0.000000
1577836985.69966006,0.01773138,0.00378607,0.00000363,10148.00000000,0.02285999,0.000000,0.000000
1577836985.79949379,0.01782873,0.00353869,0.00000357,10225.00000000,0.02357238,0.000000,0.000000
1577836985.89932799,0.01787311,0.00319471,0.00000379,10263.00000000,0.02053586,0.000000,0.000000
1577836985.99996209,0.01790932,0.00217733,0.00000372,10309.00000000,0.02011764,0.000000,0.000000
1577836986.09979796,0.01788938,0.00218689,0.00000338,10324.00000000,0.01665334,0.000000,0.000000
1577836986.19963598,0.01786458,0.00231806,0.00000345,10345.00000000,0.01630238,0.000000,0.000000
1577836986.29947400,0.01791208,0.00277112,0.00000403,10359.00000000,0.02095191,0.000000,0.000000
1577836986.39931488,0.01789701,0.00218801,0.00000340,10313.00000000,0.01691734,0.000000,0.000000
1577836986.49994898,0.01789875,0.00259589,0.00000375,10317.00000000,0.01801379,0.000000,0.000000
1577836986.59979010,0.01790895,0.00276903,0.00000376,10382.00000000,0.01859222,0.000000,0.000000
1577836986.69962287,0.01791492,0.00228286,0.00000333,10403.00000000,0.01832117,0.000000,0.000000
1577836986.79945803,0.01791022,0.00297736,0.00000357,10453.00000000,0.01758559,0.000000,0.000000
1577836986.89929509,0.01795770,0.00319115,0.00000386,10439.00000000,0.02128128,0.000000,0.000000
1577836986.99993014,0.01801476,0.00301243,0.00000399,10439.00000000,0.02206631,0.000000,0.000000
1577836987.09977007,0.01803667,0.00262173,0.00000360,10482.00000000,0.01961408,0.000000,0.000000
1577836987.19959807,0.01804534,0.00196975,0.00000376,10531.00000000,0.01867792,0.000000,0.000000
1577836987.29944396,0.01801981,0.00235081,0.00000357,10601.00000000,0.01613120,0.000000,0.000000
1577836987.39966798,0.01800124,0.00213325,0.00000331,10597.00000000,0.01660801,0.000000,0.000000
1577836987.49951315,0.01803700,0.00334592,0.00000368,10674.00000000,0.02075495,0.000000,0.000000
1577836987.59933996,0.01811450,0.00286289,0.00000358,10791.00000000,0.02408223,0.000000,0.000000
1577836987.69997382,0.01821644,0.00305566,0.00000375,10764.00000000,0.02616778,0.000000,0.000000
1577836987.79981685,0.01833278,0.00375087,0.00000340,11005.00000000,0.02752341,0.000000,0.000000
1577836987.89966393,0.01845744,0.00539013,0.00000369,11087.00000000,0.02842989,0.000000,0.000000
1577836987.99951100,0.01869228,0.00625743,0.00000371,11417.00000000,0.03771448,0.000000,0.000000
1577836988.09934378,0.01884701,0.00504022,0.00000375,11775.00000000,0.03153500,0.000000,0.000000
1577836988.19998097,0.01894125,0.00604560,0.00000338,12395.00000000,0.02676311,0.000000,0.000000
1577836988.29982591,0.01904427,0.00546891,0.00000350,12540.00000000,0.02769816,0.000000,0.000000
1577836988.39966893,0.01923429,0.00648888,0.00000375,13200.00000000,0.03538609,0.000000,0.000000
1577836988.49950004,0.01947011,0.00679416,0.00000375,13875.00000000,0.03975044,0.000000,0.000000
1577836988.59934497,0.01974038,0.00729283,0.00000360,14271.00000000,0.04325393,0.000000,0.000000
1577836988.69999480,0.01994556,0.00549936,0.00000361,14841.00000000,0.03800167,0.000000,0.000000
1577836988.79982805,0.02008949,0.00575044,0.00000376,15345.00000000,0.03289922,0.000000,0.000000
1577836988.89966011,0.02019717,0.00521420,0.00000347,15690.00000000,0.02988798,0.000000,0.000000
1577836988.99951887,0.02029393,0.00414463,0.00000345,16008.00000000,0.02909870,0.000000,0.000000
1577836989.09935212,0.02039163,0.00446793,0.00000341,16500.00000000,0.02938030,0.000000,0.000000
1577836989.19999599,0.02063323,0.00712423,0.00000386,16736.00000000,0.04310181,0.000000,0.000000
1577836989.29984903,0.02072736,0.00489606,0.00000381,17022.00000000,0.02957586,0.000000,0.000000
1577836989.39969301,0.02093425,0.00652227,0.00000398,17054.00000000,0.04058910,0.000000,0.000000
1577836989.49952793,0.02108472,0.00634228,0.00000371,17381.00000000,0.03552989,0.000000,0.000000
1577836989.59938622,0.02123637,0.00671964,0.00000365,17194.00000000,0.03594622,0.000000,0.000000
1577836989.69963288,0.02139025,0.00844669,0.00000349,17699.00000000,0.03647024,0.000000,0.000000
1577836989.79946184,0.02162757,0.01154244,0.00000380,18708.00000000,0.04512255,0.000000,0.000000
1577836989.89929605,0.02185152,0.01207010,0.00000364,19615.00000000,0.04424631,0.000000,0.000000
1577836989.99994493,0.02213758,0.01555004,0.00000351,21767.00000000,0.05103007,0.000000,0.000000
1577836990.09978604,0.02241541,0.01328598,0.00000396,24126.00000000,0.05075391,0.000000,0.000000
1577836990.19962811,0.02266790,0.01368163,0.00000398,27049.00000000,0.04867381,0.000000,0.000000
1577836990.29946899,0.02306997,0.02083164,0.00000446,29603.00000000,0.06488532,0.000000,0.000000
1577836990.39932394,0.02366122,0.01435568,0.00000583,32258.00000000,0.08574329,0.000000,0.000000
1577836990.49997115,0.02429569,0.02050610,0.00000672,35829.00000000,0.09154926,0.000000,0.000000
1577836990.59981203,0.02486694,0.01831984,0.00000638,35693.00000000,0.08599039,0.000000,0.000000
1577836990.69966006,0.02523556,0.01329352,0.00000451,37704.00000000,0.06504701,0.000000,0.000000
1577836990.79950309,0.02544477,0.01073053,0.00000382,39100.00000000,0.04824847,0.000000,0.000000
1577836990.89933801,0.02582644,0.01036078,0.00000502,39430.00000000,0.06781038,0.000000,0.000000
1577836990.99997807,0.02598579,0.00988285,0.00000362,41330.00000000,0.04367333,0.000000,0.000000
1577836991.09981489,0.02639547,0.01017905,0.00000540,42584.00000000,0.07227950,0.000000,0.000000
1577836991.19966483,0.02677447,0.01003043,0.00000512,43732.00000000,0.06960113,0.000000,0.000000
1577836991.29950213,0.02702375,0.00885932,0.00000484,44499.00000000,0.05544248,0.000000,0.000000
1577836991.39934301,0.02717201,0.00764484,0.00000381,43734.00000000,0.04422166,0.000000,0.000000
1577836991.49997997,0.02754030,0.01033299,0.00000598,44395.00000000,0.07026120,0.000000,0.000000
1577836991.59982300,0.02764737,0.00689425,0.00000403,45062.00000000,0.04017522,0.000000,0.000000
1577836991.69965601,0.02783449,0.00737748,0.00000515,45568.00000000,0.04991413,0.000000,0.000000
1577836991.79950500,0.02795326,0.00643336,0.00000412,46057.00000000,0.04208784,0.000000,0.000000
1577836991.89935112,0.02804847,0.00527887,0.00000432,46308.00000000,0.03947324,0.000000,0.000000
1577836991.99999213,0.02804331,0.00436554,0.00000373,46575.00000000,0.02741837,0.000000,0.000000
1577836992.09983897,0.02843426,0.00598211,0.00000546,46727.00000000,0.07613010,0.000000,0.000000
1577836992.19968009,0.02855463,0.00478327,0.00000429,46936.00000000,0.04336092,0.000000,0.000000
1577836992.29953098,0.02866382,0.00516209,0.00000470,47153.00000000,0.04220336,0.000000,0.000000
1577836992.39938784,0.02867998,0.00504790,0.00000392,47364.00000000,0.03069996,0.000000,0.000000
1577836992.49961710,0.02882959,0.00547478,0.00000443,47469.00000000,0.04767995,0.000000,0.000000
1577836992.59944296,0.02896205,0.00610713,0.00000478,47805.00000000,0.04578416,0.000000,0.000000
1577836992.69927979,0.02913136,0.00473263,0.00000529,48069.00000000,0.05080413,0.000000,0.000000
1577836992.79990602,0.02918108,0.00624569,0.00000354,48228.00000000,0.03559435,0.000000,0.000000
1577836992.89974594,0.02934399,0.00559993,0.00000484,48437.00000000,0.05052210,0.000000,0.000000
1577836992.99958086,0.02944851,0.00606543,0.00000428,48564.00000000,0.04314071,0.000000,0.000000
1577836993.09941816,0.02952381,0.00678026,0.00000381,48764.00000000,0.03946395,0.000000,0.000000
1577836993.19965482,0.02967922,0.00704713,0.00000483,48938.00000000,0.05034876,0.000000,0.000000
1577836993.29949594,0.02974550,0.00650313,0.00000408,49032.00000000,0.03862710,0.000000,0.000000
1577836993.39934683,0.02997952,0.00631511,0.00000487,49226.00000000,0.06157139,0.000000,0.000000
1577836993.49998999,0.03010443,0.00493168,0.00000417,49516.00000000,0.04709237,0.000000,0.000000
1577836993.59983206,0.03012875,0.00545550,0.00000390,49694.00000000,0.03346089,0.000000,0.000000
1577836993.69966483,0.03027856,0.00479912,0.00000530,49821.00000000,0.05095261,0.000000,0.000000
1577836993.79949498,0.03032980,0.00563283,0.00000416,50059.00000000,0.03745145,0.000000,0.000000
1577836993.89932585,0.03048980,0.00629039,0.00000523,50257.00000000,0.05288968,0.000000,0.000000
1577836993.99995017,0.03053446,0.00491422,0.00000374,50443.00000000,0.03683139,0.000000,0.000000
1577836994.09979486,0.03068255,0.00548218,0.00000560,50676.00000000,0.05171214,0.000000,0.000000
1577836994.19964290,0.03082033,0.00586191,0.00000609,50945.00000000,0.05052245,0.000000,0.000000
1577836994.29948115,0.03087097,0.00538950,0.00000451,51024.00000000,0.03816363,0.000000,0.000000
1577836994.39933586,0.03094236,0.00547764,0.00000458,51210.00000000,0.04129311,0.000000,0.000000
1577836994.49996805,0.03113707,0.00503533,0.00000569,51319.00000000,0.05956552,0.000000,0.000000
1577836994.59980607,0.03132366,0.00948231,0.00000517,51506.00000000,0.05875187,0.000000,0.000000
1577836994.69964099,0.03131875,0.00518849,0.00000376,51686.00000000,0.03059283,0.000000,0.000000
1577836994.79948497,0.03145466,0.00588391,0.00000463,51793.00000000,0.05170453,0.000000,0.000000
1577836994.89932203,0.03149230,0.00620407,0.00000436,51964.00000000,0.03713884,0.000000,0.000000
1577836994.99996281,0.03160175,0.00656222,0.00000489,52153.00000000,0.04812820,0.000000,0.000000
1577836995.09979296,0.03162013,0.00504546,0.00000408,52427.00000000,0.03441381,0.000000,0.000000
1577836995.19964910,0.03178852,0.00776999,0.00000601,52790.00000000,0.05755184,0.000000,0.000000
1577836995.29948688,0.03186526,0.00656180,0.00000438,53043.00000000,0.04368366,0.000000,0.000000
1577836995.39932203,0.03203371,0.00754217,0.00000515,53303.00000000,0.05814431,0.000000,0.000000
1577836995.49996805,0.03212380,0.00682761,0.00000415,53577.00000000,0.04617709,0.000000,0.000000
1577836995.59980893,0.03225749,0.00754482,0.00000497,53982.00000000,0.05324734,0.000000,0.000000
1577836995.69966388,0.03230907,0.00851674,0.00000412,54273.00000000,0.04045843,0.000000,0.000000
1577836995.79950500,0.03238694,0.00874645,0.00000384,54487.00000000,0.04476852,0.000000,0.000000
1577836995.89935589,0.03265310,0.01327683,0.00000446,54662.00000000,0.07523751,0.000000,0.000000
1577836995.99960184,0.03277467,0.01017228,0.00000462,55052.00000000,0.05234805,0.000000,0.000000
1577836996.09943819,0.03282334,0.00836086,0.00000390,55202.00000000,0.04070783,0.000000,0.000000
1577836996.19966698,0.03317703,0.01896441,0.00000656,55770.00000000,0.09082820,0.000000,0.000000
1577836996.29950094,0.03329556,0.00826308,0.00000479,56151.00000000,0.05273428,0.000000,0.000000
1577836996.39934897,0.03336709,0.00830135,0.00000418,56689.00000000,0.04517018,0.000000,0.000000
1577836996.49998808,0.03347025,0.00903490,0.00000492,57147.00000000,0.05059404,0.000000,0.000000
1577836996.59981108,0.03350508,0.00773451,0.00000367,57285.00000000,0.03932189,0.000000,0.000000
1577836996.69964695,0.03355374,0.00862381,0.00000433,57566.00000000,0.04172948,0.000000,0.000000
1577836996.79948115,0.03357048,0.00650327,0.00000404,57835.00000000,0.03639998,0.000000,0.000000
1577836996.89931893,0.03360321,0.00585737,0.00000391,58046.00000000,0.03916670,0.000000,0.000000
1577836996.99996114,0.03373603,0.00555740,0.00000520,58276.00000000,0.05644875,0.000000,0.000000
1577836997.09980392,0.03391111,0.00479591,0.00000408,57880.00000000,0.06402417,0.000000,0.000000
1577836997.19963193,0.03397832,0.00431994,0.00000474,57979.00000000,0.04560536,0.000000,0.000000
1577836997.29947186,0.03399422,0.00438775,0.00000427,58099.00000000,0.03676162,0.000000,0.000000
1577836997.39931893,0.03397332,0.00325352,0.00000436,58150.00000000,0.03031597,0.000000,0.000000
1577836997.49995279,0.03390425,0.00308848,0.00000360,58243.00000000,0.02174817,0.000000,0.000000
1577836997.59978795,0.03387956,0.00350516,0.00000506,58247.00000000,0.02950874,0.000000,0.000000
1577836997.69962192,0.03385181,0.00477482,0.00000413,58249.00000000,0.02891236,0.000000,0.000000
1577836997.79947495,0.03377802,0.00342568,0.00000358,58389.00000000,0.02056889,0.000000,0.000000
1577836997.89931393,0.03375367,0.00410943,0.00000423,58456.00000000,0.02937178,0.000000,0.000000
1577836997.99995804,0.03367012,0.00250181,0.00000342,58562.00000000,0.01854647,0.000000,0.000000
1577836998.09979105,0.03359190,0.00226595,0.00000381,58697.00000000,0.01935629,0.000000,0.000000
1577836998.19961596,0.03356466,0.00328278,0.00000565,58812.00000000,0.02857942,0.000000,0.000000
1577836998.29946399,0.03349268,0.00268738,0.00000378,58941.00000000,0.02024922,0.000000,0.000000
1577836998.39931107,0.03342691,0.00323850,0.00000367,59076.00000000,0.02125949,0.000000,0.000000
1577836998.49995804,0.03336663,0.00381428,0.00000352,59162.00000000,0.02215472,0.000000,0.000000
1577836998.59980702,0.03330035,0.00296689,0.00000351,59174.00000000,0.02090497,0.000000,0.000000
1577836998.69965100,0.03336733,0.00379556,0.00000625,58842.00000000,0.04596072,0.000000,0.000000
1577836998.79947710,0.03340509,0.00336617,0.00000525,58790.00000000,0.04054098,0.000000,0.000000
1577836998.89931488,0.03335516,0.00358499,0.00000373,58931.00000000,0.02386830,0.000000,0.000000
1577836998.99996114,0.03338791,0.00453980,0.00000517,59084.00000000,0.03964295,0.000000,0.000000
1577836999.09980702,0.03337596,0.00479752,0.00000403,59206.00000000,0.03108116,0.000000,0.000000
1577836999.19966888,0.03336688,0.00499217,0.00000414,59220.00000000,0.03161454,0.000000,0.000000
1577836999.29950690,0.03342224,0.00496297,0.00000556,59443.00000000,0.04416354,0.000000,0.000000
1577836999.39934301,0.03341952,0.00475086,0.00000410,59040.00000000,0.03288797,0.000000,0.000000
1577836999.49997902,0.03347364,0.00701235,0.00000509,59274.00000000,0.04408092,0.000000,0.000000
1577836999.59981394,0.03358083,0.00919093,0.00000553,59474.00000000,0.05469802,0.000000,0.000000
1577836999.69966483,0.03360234,0.00657025,0.00000412,59485.00000000,0.03786086,0.000000,0.000000
1577836999.79951406,0.03366641,0.00573717,0.00000519,59588.00000000,0.04641581,0.000000,0.000000
1577836999.89935112,0.03366556,0.00501075,0.00000392,59786.00000000,0.03349546,0.000000,0.000000
1577836999.99999213,0.03365598,0.00624136,0.00000379,59939.00000000,0.03173236,0.000000,0.000000
1577837000.09983110,0.03376485,0.00471161,0.00000526,59833.00000000,0.05575522,0.000000,0.000000
1577837000.19968009,0.03372318,0.00411006,0.00000348,59963.00000000,0.02526409,0.000000,0.000000
1577837000.29952097,0.03367750,0.00346298,0.00000358,60100.00000000,0.02435942,0.000000,0.000000
1577837000.39935207,0.03370987,0.00987950,0.00000462,60178.00000000,0.04034591,0.000000,0.000000
1577837000.49999094,0.03389540,0.00306969,0.00000651,60260.00000000,0.07211466,0.000000,0.000000
1577837000.59983110,0.03387873,0.00353575,0.00000402,60317.00000000,0.03042730,0.000000,0.000000
1577837000.69967103,0.03383416,0.00388727,0.00000383,60446.00000000,0.02456308,0.000000,0.000000
1577837000.79950500,0.03388603,0.00444782,0.00000583,60614.00000000,0.04472787,0.000000,0.000000
1577837000.89935684,0.03383568,0.00376483,0.00000352,60783.00000000,0.02326158,0.000000,0.000000
1577837000.99997592,0.03381585,0.00413290,0.00000379,61117.00000000,0.02963270,0.000000,0.000000
1577837001.09981894,0.03381951,0.00391018,0.00000430,60741.00000000,0.03459435,0.000000,0.000000
1577837001.19965315,0.03379531,0.00403603,0.00000386,60943.00000000,0.02864158,0.000000,0.000000
1577837001.29948497,0.03374440,0.00353917,0.00000363,61138.00000000,0.02284839,0.000000,0.000000
1577837001.39932394,0.03385015,0.00875016,0.00000540,61329.00000000,0.05658697,0.000000,0.000000
1577837001.49995899,0.03397833,0.00746031,0.00000539,61531.00000000,0.06166448,0.000000,0.000000
1577837001.59979010,0.03395098,0.00518682,0.00000376,61689.00000000,0.02801670,0.000000,0.000000
1577837001.69963288,0.03392636,0.00510196,0.00000389,61995.00000000,0.02855888,0.000000,0.000000
1577837001.79947710,0.03394707,0.00522516,0.00000549,62175.00000000,0.03848287,0.000000,0.000000
1577837001.89932013,0.03391728,0.00496835,0.00000407,62401.00000000,0.02736354,0.000000,0.000000
1577837001.99994397,0.03391338,0.00505656,0.00000422,62591.00000000,0.03305266,0.000000,0.000000
1577837002.09977794,0.03389585,0.00500767,0.00000401,62796.00000000,0.03000252,0.000000,0.000000
1577837002.19962382,0.03387225,0.00499552,0.00000410,62935.00000000,0.02860980,0.000000,0.000000
1577837002.29946113,0.03384770,0.00399161,0.00000393,63045.00000000,0.02834838,0.000000,0.000000
1577837002.39929914,0.03387274,0.00516915,0.00000618,63233.00000000,0.03950627,0.000000,0.000000
1577837002.49994016,0.03386680,0.00463430,0.00000420,63314.00000000,0.03252451,0.000000,0.000000
1577837002.59977078,0.03383805,0.00354630,0.00000401,63495.00000000,0.02731283,0.000000,0.000000
1577837002.69960809,0.03386807,0.00428557,0.00000500,63320.00000000,0.04071265,0.000000,0.000000
1577837002.79945183,0.03384661,0.00456131,0.00000405,63434.00000000,0.02893310,0.000000,0.000000
1577837002.89928699,0.03382355,0.00428697,0.00000410,63449.00000000,0.02851977,0.000000,0.000000
1577837002.99992704,0.03381872,0.00402653,0.00000410,63550.00000000,0.03270107,0.000000,0.000000
1577837003.09976292,0.03383965,0.00423263,0.00000459,63666.00000000,0.03869729,0.000000,0.000000
1577837003.19959593,0.03383474,0.00432930,0.00000387,63733.00000000,0.03268948,0.000000,0.000000
1577837003.29944015,0.03381981,0.00331756,0.00000393,63860.00000000,0.03032686,0.000000,0.000000
1577837003.39928007,0.03393060,0.00455258,0.00000586,63972.00000000,0.05996690,0.000000,0.000000
1577837003.49991393,0.03390431,0.00450886,0.00000369,64058.00000000,0.02769822,0.000000,0.000000
1577837003.59974408,0.03388029,0.00431400,0.00000371,64183.00000000,0.02818851,0.000000,0.000000
1577837003.69956899,0.03396861,0.00753400,0.00000513,64215.00000000,0.05498933,0.000000,0.000000
1577837003.79940414,0.03399345,0.00707967,0.00000420,64375.00000000,0.03992937,0.000000,0.000000
1577837003.89964390,0.03397682,0.00439781,0.00000381,64431.00000000,0.02998617,0.000000,0.000000
1577837003.99947691,0.03400109,0.00405258,0.00000445,64596.00000000,0.03984877,0.000000,0.000000
1577837004.09932113,0.03402978,0.00428467,0.00000460,64793.00000000,0.04097428,0.000000,0.000000
1577837004.19996810,0.03407153,0.00833613,0.00000431,64970.00000000,0.04421697,0.000000,0.000000
1577837004.29980707,0.03406576,0.00534040,0.00000396,65205.00000000,0.03265665,0.000000,0.000000
1577837004.39964795,0.03411181,0.00787350,0.00000462,65197.00000000,0.04539332,0.000000,0.000000
1577837004.49948001,0.03410480,0.00607535,0.00000377,65316.00000000,0.03238259,0.000000,0.000000
1577837004.59931588,0.03409243,0.00460238,0.00000361,65406.00000000,0.03103625,0.000000,0.000000
1577837004.69994998,0.03410538,0.00460622,0.00000539,65659.00000000,0.03731735,0.000000,0.000000
1577837004.79979396,0.03408031,0.00371168,0.00000401,65746.00000000,0.02783602,0.000000,0.000000
1577837004.89964223,0.03406898,0.00485569,0.00000401,65898.00000000,0.03123795,0.000000,0.000000
1577837004.99948692,0.03408586,0.00386073,0.00000563,65417.00000000,0.03832293,0.000000,0.000000
1577837005.09932208,0.03410155,0.00251962,0.00000573,65495.00000000,0.03805453,0.000000,0.000000
1577837005.19995809,0.03408524,0.00233866,0.00000527,64866.00000000,0.02995935,0.000000,0.000000
1577837005.29979897,0.03403879,0.00244517,0.00000386,64893.00000000,0.02224146,0.000000,0.000000
1577837005.39965320,0.03404993,0.00387246,0.00000462,64923.00000000,0.03688852,0.000000,0.000000
1577837005.49947810,0.03404084,0.00314722,0.00000402,64732.00000000,0.03171406,0.000000,0.000000
1577837005.59932494,0.03398705,0.00338517,0.00000359,64774.00000000,0.02016290,0.000000,0.000000
1577837005.69995117,0.03393920,0.00223306,0.00000358,64797.00000000,0.02159382,0.000000,0.000000
1577837005.79979897,0.03392262,0.00283230,0.00000432,64835.00000000,0.02962844,0.000000,0.000000
1577837005.89963913,0.03387028,0.00249699,0.00000393,64853.00000000,0.02026375,0.000000,0.000000
1577837005.99947286,0.03381341,0.00207193,0.00000380,64870.00000000,0.01896811,0.000000,0.000000
1577837006.09929895,0.03384775,0.00281540,0.00000617,64877.00000000,0.04284653,0.000000,0.000000
1577837006.19994712,0.03382589,0.00199476,0.00000467,64889.00000000,0.02807662,0.000000,0.000000
1577837006.29979110,0.03376464,0.00228376,0.00000359,64946.00000000,0.01759543,0.000000,0.000000
1577837006.39962506,0.03370851,0.00272063,0.00000420,64996.00000000,0.01883241,0.000000,0.000000
1577837006.49947190,0.03377058,0.00322153,0.00000684,65015.00000000,0.05028072,0.000000,0.000000
1577837006.59931493,0.03370904,0.00321050,0.00000337,65105.00000000,0.01727842,0.000000,0.000000
1577837006.69995213,0.03364506,0.00219884,0.00000366,65128.00000000,0.01649773,0.000000,0.000000
1577837006.79978609,0.03367209,0.00264841,0.00000625,65160.00000000,0.04094431,0.000000,0.000000
1577837006.89963007,0.03361086,0.00211153,0.00000363,65202.00000000,0.01707784,0.000000,0.000000
1577837006.99947286,0.03356147,0.00305552,0.00000402,65243.00000000,0.02017714,0.000000,0.000000
1577837007.09932113,0.03350701,0.00198470,0.00000389,65246.00000000,0.01869377,0.000000,0.000000
1577837007.19994807,0.03347919,0.00249559,0.00000534,65265.00000000,0.02588421,0.000000,0.000000
1577837007.29979801,0.03342424,0.00217774,0.00000346,65265.00000000,0.01836845,0.000000,0.000000
1577837007.39963913,0.03337518,0.00216398,0.00000410,65278.00000000,0.01988381,0.000000,0.000000
1577837007.49947810,0.03336028,0.00307640,0.00000524,65313.00000000,0.02924829,0.000000,0.000000
1577837007.59931397,0.03330523,0.00210385,0.00000361,65323.00000000,0.01805716,0.000000,0.000000
1577837007.69993281,0.03325044,0.00225192,0.00000360,65325.00000000,0.01801735,0.000000,0.000000
1577837007.79977608,0.03321120,0.00271504,0.00000420,65308.00000000,0.02226304,0.000000,0.000000
1577837007.89962196,0.03319506,0.00299364,0.00000466,65305.00000000,0.02867503,0.000000,0.000000
1577837007.99946904,0.03315956,0.00309770,0.00000392,65337.00000000,0.02318482,0.000000,0.000000
1577837008.09929609,0.03314311,0.00498295,0.00000402,65390.00000000,0.02850385,0.000000,0.000000
1577837008.19992805,0.03320263,0.00346884,0.00000757,65385.00000000,0.05004724,0.000000,0.000000
1577837008.29977179,0.03316673,0.00303987,0.00000414,65434.00000000,0.02297180,0.000000,0.000000
1577837008.39961386,0.03313452,0.00343595,0.00000418,65473.00000000,0.02395511,0.000000,0.000000
1577837008.49944901,0.03311161,0.00315029,0.00000444,65500.00000000,0.02655763,0.000000,0.000000
1577837008.59928083,0.03310157,0.00354546,0.00000469,65544.00000000,0.03022189,0.000000,0.000000
1577837008.69992399,0.03308201,0.00313898,0.00000490,65596.00000000,0.02744714,0.000000,0.000000
1577837008.79976296,0.03305300,0.00356529,0.00000414,65644.00000000,0.02466931,0.000000,0.000000
1577837008.89960599,0.03302759,0.00374193,0.00000434,65709.00000000,0.02565960,0.000000,0.000000
1577837008.99946117,0.03309259,0.00333977,0.00000592,65757.00000000,0.05200742,0.000000,0.000000
1577837009.09930015,0.03308386,0.00358261,0.00000472,65818.00000000,0.03053611,0.000000,0.000000
1577837009.19992495,0.03307107,0.00399552,0.00000404,65867.00000000,0.02932274,0.000000,0.000000
1577837009.29976296,0.03304501,0.00288231,0.00000396,65908.00000000,0.02538240,0.000000,0.000000
1577837009.39960504,0.03305252,0.00636791,0.00000363,65893.00000000,0.03526909,0.000000,0.000000
1577837009.49944901,0.03306338,0.00686198,0.00000420,65973.00000000,0.03627621,0.000000,0.000000
1577837009.59928703,0.03306234,0.00413926,0.00000411,66105.00000000,0.03275527,0.000000,0.000000
1577837009.69992089,0.03304513,0.00444293,0.00000395,66244.00000000,0.02791682,0.000000,0.000000
1577837009.79976082,0.03302611,0.00450935,0.00000383,66432.00000000,0.02733951,0.000000,0.000000
1577837009.89959908,0.03304999,0.00454322,0.00000543,66651.00000000,0.04021104,0.000000,0.000000
1577837009.99944496,0.03304555,0.00487993,0.00000446,66849.00000000,0.03171085,0.000000,0.000000
1577837010.09928083,0.03302282,0.00395927,0.00000364,67015.00000000,0.02615701,0.000000,0.000000
1577837010.19992089,0.03311743,0.00858882,0.00000618,67144.00000000,0.06178495,0.000000,0.000000
1577837010.29976201,0.03317617,0.00965433,0.00000468,67328.00000000,0.05103368,0.000000,0.000000
1577837010.39960194,0.03317960,0.00511851,0.00000502,67364.00000000,0.03422572,0.000000,0.000000
1577837010.49945712,0.03323123,0.00453938,0.00000503,67662.00000000,0.04902992,0.000000,0.000000
1577837010.59929609,0.03323917,0.00593007,0.00000406,67995.00000000,0.03567529,0.000000,0.000000
1577837010.69991088,0.03324505,0.00575407,0.00000457,68273.00000000,0.03505803,0.000000,0.000000
1577837010.79974985,0.03334293,0.00796485,0.00000469,68511.00000000,0.06358799,0.000000,0.000000
1577837010.89957714,0.03340172,0.00632796,0.00000538,68745.00000000,0.05162462,0.000000,0.000000
1577837010.99941611,0.03341896,0.00508450,0.00000410,68940.00000000,0.03878054,0.000000,0.000000
1577837011.09965706,0.03342683,0.00520749,0.00000427,69259.00000000,0.03588419,0.000000,0.000000
1577837011.19949007,0.03344392,0.00642071,0.00000447,69592.00000000,0.03879373,0.000000,0.000000
1577837011.29933596,0.03346344,0.00980833,0.00000425,69804.00000000,0.03959217,0.000000,0.000000
1577837011.39998484,0.03349522,0.00707318,0.00000502,69841.00000000,0.04350486,0.000000,0.000000
1577837011.49982691,0.03350910,0.00639403,0.00000423,70015.00000000,0.03789578,0.000000,0.000000
1577837011.59965014,0.03351925,0.00609015,0.00000423,70258.00000000,0.03673738,0.000000,0.000000
1577837011.69949102,0.03351918,0.00564658,0.00000393,70451.00000000,0.03349573,0.000000,0.000000
